,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,week_no,week_start
3360,33rd week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,15.0,0.0,8,8,2016,20.7084545,81.5481305,3.150080992,8.0,295.2,33,2016-08-15
3361,33rd week,Chhattisgarh,Kondagaon,Acute Diarrhoeal Disease,7.0,1.0,20,7,2016,19.5885769,81.6628742,0.5167184995,5.0,295.2,33,2016-08-15
3362,33rd week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,46.0,0.0,10,8,2016,20.9727404,80.69155548,2.425685486,2.0,295.2,33,2016-08-15
3363,33rd week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,38.0,0.0,8,8,2016,20.9727404,80.69155548,2.598480053,2.0,295.2,33,2016-08-15
3364,33rd week,Gujarat,Gandhinagar,Cholera,52.0,0.0,9,8,2016,23.2232877,72.6492267,0.8092235402,3.0,295.2,33,2016-08-15
3365,33rd week,Jammu And Kashmir,Reasi,Acute Diarrhoeal Disease,56.0,0.0,9,5,2016,33.06910315,74.83786982,0.1403411263,15.0,297.455,33,2016-08-15
3366,33rd week,Jharkhand,East Singhbhum,Dengue,7.0,1.0,25,7,2016,22.8092139,86.2091549,0.5170823623,5.0,295.2,33,2016-08-15
3367,33rd week,Jharkhand,Jamtara,Acute Diarrhoeal Disease,21.0,0.0,8,8,2016,23.9232867,86.77353494,0.5421693717,7.0,299.14,33,2016-08-15
3368,33rd week,Jharkhand,Pakur,Acute Diarrhoeal Disease,20.0,0.0,8,8,2016,24.6379647,87.8558666,0.4000106475,10.0,299.88,33,2016-08-15
3369,33rd week,Maharashtra,Ahmednagar,Dengue,19.0,1.0,8,8,2016,19.1627725,74.8580243,1.502518227,7.0,300.32,33,2016-08-15
3370,33rd week,Maharashtra,Jalna,Dengue,12.0,0.0,7,8,2016,19.91883295,75.87085986,1.1719982,4.0,295.2,33,2016-08-15
3371,33rd week,Madhya Pradesh,Ratlam,Cholera,1614.0,1.0,14,7,2016,23.4805919,74.91931943,3.760360955,2.0,295.2,33,2016-08-15
3372,33rd week,Odisha,Ganjam,Acute Diarrhoeal Disease,27.0,0.0,10,8,2016,19.4129711,85.04710406,0.5065819908,1.0,295.2,33,2016-08-15
3373,33rd week,Punjab,Jalandhar,Cholera,165.0,0.0,1,8,2016,31.29201065,75.56805772,0.5513407041,16.0,301.6466666,33,2016-08-15
3374,33rd week,Rajasthan,Baran,Acute Diarrhoeal Disease,74.0,0.0,12,8,2016,24.91765715,76.69627663,2.265510392,5.0,295.2,33,2016-08-15
3375,33rd week,Rajasthan,Baran,Acute Diarrhoeal Disease,129.0,0.0,14,8,2016,24.91765715,76.69627663,1.889915712,11.0,278.18,33,2016-08-15
3376,33rd week,Uttar Pradesh,Budaun,Dengue,18.0,0.0,9,8,2016,28.06831165,79.04607312,0.2958498923,8.0,303.73,33,2016-08-15
3377,33rd week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,9.0,2.0,10,8,2016,25.1010477,82.62574936,0.6055965656,9.0,302.82,33,2016-08-15
3378,33rd week,West Bengal,North 24 Parganas,Dengue,248.0,1.0,10,8,2016,22.642931,88.8930579,0.8922636225,8.0,300.42,33,2016-08-15
3379,33rd week,West Bengal,Hooghly,Dengue,1491.0,0.0,23,8,2016,22.9052114,88.3760639,1.823735965,13.0,295.2,33,2016-08-15
3380,34th week,Arunachal Pradesh,East Siang,Dengue,5.0,0.0,23,8,2016,28.3,95.15,0.4468191859,48.0,295.8,34,2016-08-22
3381,34th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,50.0,0.0,18,8,2016,31.6723392,76.95331691,1.280756772,28.0,298.255,34,2016-08-22
3382,34th week,Jammu And Kashmir,Ramban,Acute Diarrhoeal Disease,62.0,1.0,20,8,2016,33.2116371,75.20509891,0.07875460975,5.0,298.18333340000004,34,2016-08-22
3383,34th week,Jharkhand,Sahebganj,Acute Diarrhoeal Disease,51.0,0.0,19,8,2016,25.244263,87.6348084,0.5411956907,5.0,300.96,34,2016-08-22
3384,34th week,Karnataka,Chikkaballapura,Chikungunya,28.0,0.0,18,8,2016,13.4358702,77.7312434,0.09883120074,8.0,302.13,34,2016-08-22
3385,34th week,Karnataka,Dharwad,Acute Diarrhoeal Disease,25.0,0.0,24,8,2016,15.4540505,75.0066516,0.1622688087,4.0,307.74,34,2016-08-22
3386,34th week,Karnataka,Ramanagara,Chikungunya,43.0,0.0,19,8,2016,12.7252766,77.2804797,0.1357866091,5.0,297.94,34,2016-08-22
3387,34th week,Karnataka,Ramanagara,Acute Diarrhoeal Disease,41.0,0.0,22,8,2016,12.7252766,77.2804797,0.1002180013,6.0,299.8333334,34,2016-08-22
3388,34th week,Karnataka,Tumkur,Chikungunya,30.0,0.0,17,8,2016,13.3400771,77.1006208,0.1366665503,7.0,301.295,34,2016-08-22
3389,34th week,Madhya Pradesh,Shivpuri,Acute Diarrhoeal Disease,25.0,0.0,23,8,2016,25.37524125,77.82811933,0.8864158472,11.0,295.2,34,2016-08-22
3390,34th week,Madhya Pradesh,Sidhi,Acute Diarrhoeal Disease,14.0,0.0,26,8,2016,24.25,82.0,0.5970945455,13.0,299.4533334,34,2016-08-22
3391,34th week,Madhya Pradesh,Singrauli,Acute Diarrhoeal Disease,13.0,0.0,22,8,2016,24.1974432,82.6661453,1.544004914,14.0,299.79,34,2016-08-22
3392,34th week,Maharashtra,Amravati,Acute Gastroenteritis,41.0,0.0,19,8,2016,20.9521098,77.7333168,0.2156147962,5.0,298.02,34,2016-08-22
3393,34th week,Tamil Nadu,Kancheepuram,Dengue,38.0,0.0,22,8,2016,12.87960515,79.70427615,0.001497096309,9.0,307.25,34,2016-08-22
3394,34th week,Telangana,Nalgonda,Malaria,18.0,0.0,26,8,2016,16.8579636,79.21749353,0.03716008922,6.0,312.81,34,2016-08-22
3395,34th week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,40.0,0.0,18,8,2016,25.1010477,82.62574936,3.390064787,3.0,295.2,34,2016-08-22
3396,34th week,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,7.0,1.0,18,8,2016,27.25264095,82.86964796,0.6261146988,13.0,303.3666666,34,2016-08-22
3397,34th week,West Bengal,Purulia,Acute Diarrhoeal Disease,58.0,0.0,24,8,2016,23.3291882,86.3672378,1.071039828,13.0,301.0266666,34,2016-08-22
3398,34th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,79.0,0.0,27,8,2016,22.5760669,88.42006758,1.476226079,5.0,300.7266666,34,2016-08-22
3399,34th week,Bihar,Munger,Malaria,8.0,0.0,15,8,2016,25.22081165,86.51720367,0.678537071,9.0,301.16,34,2016-08-22
3400,34th week,Bihar,Nalanda,Acute Diarrhoeal Disease,12.0,0.0,9,8,2016,25.1364914,85.44365465,0.5191512962,5.0,295.2,34,2016-08-22
3401,34th week,Bihar,Nalanda,Acute Diarrhoeal Disease,21.0,0.0,9,8,2016,25.1364914,85.44365465,0.5191512962,5.0,295.2,34,2016-08-22
3402,34th week,Chhattisgarh,Balrampur,Acute Diarrhoeal Disease,55.0,2.0,13,8,2016,23.6263016,83.48245092,2.655794279,4.0,295.2,34,2016-08-22
3403,34th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,27.0,0.0,16,8,2016,22.0090841,82.578896,1.779043412,2.0,295.2,34,2016-08-22
3404,34th week,Chhattisgarh,Korba,Cholera,7.0,2.0,18,7,2016,22.3547468,82.7110855,1.362877675,5.0,288.5,34,2016-08-22
3405,34th week,Chhattisgarh,Raigarh,Acute Gastroenteritis,48.0,0.0,14,7,2016,22.5,83.5,0.2708104292,2.0,295.2,34,2016-08-22
3406,34th week,Chhattisgarh,Raigarh,Acute Gastroenteritis,16.0,0.0,26,7,2016,22.5,83.5,1.225120076,5.0,295.2,34,2016-08-22
3407,34th week,Chhattisgarh,Raigarh,Acute Gastroenteritis,30.0,0.0,30,7,2016,22.5,83.5,0.7659058006,11.0,304.48,34,2016-08-22
3408,34th week,Chhattisgarh,Raigarh,Acute Gastroenteritis,41.0,0.0,15,8,2016,22.5,83.5,1.32562742,7.0,300.22,34,2016-08-22
3409,34th week,Karnataka,Mandya,Dengue,28.0,0.0,15,8,2016,12.5238888,76.8961961,0.1056179559,7.0,304.76,34,2016-08-22
3410,34th week,Karnataka,Udupi,Dengue,13.0,0.0,12,8,2016,13.3419169,74.7473232,1.722122339,5.0,300.6,34,2016-08-22
3411,34th week,Madhya Pradesh,Ratlam,Cholera,6.0,0.0,31,7,2016,23.4805919,74.91931943,1.433377342,2.0,295.2,34,2016-08-22
3412,34th week,Maharashtra,Jalna,Dengue,7.0,1.0,15,8,2016,19.91883295,75.87085986,0.1013382559,7.0,303.7,34,2016-08-22
3413,34th week,Maharashtra,Sangli,Dengue,9.0,0.0,28,7,2016,17.1726928,74.58676543,0.9946768531,5.0,295.2,34,2016-08-22
3414,34th week,Meghalaya,West Garo Hills,Dengue,63.0,0.0,11,8,2016,25.60631425,90.21139055,0.3106127771,5.0,295.2,34,2016-08-22
3415,34th week,Odisha,Ganjam,Acute Diarrhoeal Disease,36.0,0.0,17,8,2016,19.4129711,85.04710406,0.5065819908,6.0,303.87,34,2016-08-22
3416,34th week,Rajasthan,Jaipur,Cholera,546.0,0.0,8,8,2016,26.9154576,75.8189817,0.7369537585,7.0,302.0066666,34,2016-08-22
3417,34th week,Uttar Pradesh,Varanasi,Acute Diarrhoeal Disease,2.0,1.0,15,8,2016,25.3356491,83.0076292,0.9202396928,6.0,295.2,34,2016-08-22
3418,34th week,West Bengal,Murshidabad,Dengue,118.0,0.0,17,8,2016,24.1745993,88.2721335,0.7605017521,6.0,301.05,34,2016-08-22
3419,35th week,Bihar,Bhabua,Acute Diarrhoeal Disease,18.0,1.0,29,8,2016,25.07634815,83.63359776,0.3240358732,17.0,302.48,35,2016-08-29
3420,35th week,Bihar,Bhabua,Acute Diarrhoeal Disease,106.0,1.0,25,8,2016,25.07634815,83.63359776,0.4080219468,12.0,299.95,35,2016-08-29
3421,35th week,Bihar,Munger,Acute Diarrhoeal Disease,49.0,0.0,28,8,2016,25.22081165,86.51720367,0.3371341199,5.0,304.475,35,2016-08-29
3422,35th week,Chandigarh,Chandigarh,Dengue,17.0,0.0,29,8,2016,30.72984395,76.78414567,0.2352487723,26.0,301.485,35,2016-08-29
3423,35th week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,16.0,0.0,27,8,2016,22.3547468,82.7110855,0.8309448543,5.0,296.40000000000003,35,2016-08-29
3424,35th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,12.0,0.0,27,8,2016,20.9727404,80.69155548,0.5533388686,5.0,298.995,35,2016-08-29
3425,35th week,Haryana,Ambala,Acute Diarrhoeal Disease,116.0,0.0,5,9,2016,30.3843674,76.770421,0.2867421352,5.0,303.085,35,2016-08-29
3426,35th week,Karnataka,Haveri,Acute Diarrhoeal Disease,21.0,0.0,2,9,2016,14.7874825,75.3996731,0.5420854062,7.0,295.2,35,2016-08-29
3427,35th week,Karnataka,Raichur,Dengue,36.0,0.0,26,8,2016,16.083333,77.166667,0.03971997321,7.0,306.53000000000003,35,2016-08-29
3428,35th week,Madhya Pradesh,Nimach,Dengue,10.0,0.0,4,9,2016,24.4624649,74.8501137,0.5788444259,5.0,298.72,35,2016-08-29
3429,35th week,Madhya Pradesh,Sheopur-Kalan,Acute Diarrhoeal Disease,6.0,1.0,30,8,2016,25.6713529,76.7005775,0.3888912222,15.0,302.05,35,2016-08-29
3430,35th week,Madhya Pradesh,Singrauli,Acute Diarrhoeal Disease,11.0,1.0,23,8,2016,24.1974432,82.6661453,1.461610874,14.0,299.79,35,2016-08-29
3431,35th week,Madhya Pradesh,Singrauli,Acute Diarrhoeal Disease,21.0,3.0,28,8,2016,24.1974432,82.6661453,0.9841172091,5.0,300.68,35,2016-08-29
3432,35th week,Maharashtra,Ahmednagar,Chikungunya,20.0,0.0,30,8,2016,19.1627725,74.8580243,0.2722894604,8.0,303.59000000000003,35,2016-08-29
3433,35th week,Maharashtra,Ahmednagar,Chikungunya,182.0,0.0,26,8,2016,19.1627725,74.8580243,0.1393667995,8.0,305.16,35,2016-08-29
3434,35th week,Mizoram,Aizawl West,Dengue,48.0,0.0,30,8,2016,23.7435236,92.7382905,0.5735230464,27.0,300.74,35,2016-08-29
3435,35th week,Odisha,Bolangir,Acute Diarrhoeal Disease,21.0,0.0,29,8,2016,20.7502257,83.2499464,0.3543965979,19.0,302.58,35,2016-08-29
3436,35th week,Odisha,Cuttack,Acute Diarrhoeal Disease,13.0,0.0,27,8,2016,20.4686,85.8792,0.9944064646,5.0,302.7866666,35,2016-08-29
3437,35th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,51.0,0.0,28,8,2016,20.75,85.5,0.6400320895,5.0,302.90500000000003,35,2016-08-29
3438,35th week,Odisha,Jajpur,Acute Diarrhoeal Disease,23.0,1.0,29,8,2016,20.8522696,86.3385714,0.6029790242,11.0,302.675,35,2016-08-29
3439,35th week,Punjab,Hoshiarpur,Cholera,34.0,0.0,3,9,2016,31.60857425,75.84644247,0.2459495337,23.0,302.15000000000003,35,2016-08-29
3440,35th week,Rajasthan,Udaipur,Cholera,84.0,7.0,29,8,2016,24.578721,73.6862571,0.5920455575,15.0,300.76,35,2016-08-29
3441,35th week,Uttar Pradesh,Kushinagar,Acute Diarrhoeal Disease,44.0,1.0,25,8,2016,26.7438272,83.9162322,0.4079508719,20.0,301.856,35,2016-08-29
3442,35th week,West Bengal,Nadia,Dengue,53.0,0.0,27,8,2016,23.48454125,88.55676307,1.719825849,5.0,303.29,35,2016-08-29
3443,35th week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,31.0,2.0,19,8,2016,21.2380912,81.6336993,1.182055361,5.0,300.14,35,2016-08-29
3444,35th week,Karnataka,Mandya,Dengue,28.0,0.0,15,8,2016,12.5238888,76.8961961,0.1056179559,7.0,304.76,35,2016-08-29
3445,35th week,Karnataka,Tumkur,Chikungunya,17.0,0.0,22,7,2016,13.3400771,77.1006208,0.6348600313,6.0,295.2,35,2016-08-29
3446,35th week,Maharashtra,Chandrapur,Acute Gastroenteritis,48.0,1.0,3,8,2016,20.0967555,79.50454752,0.6260988217,5.0,295.2,35,2016-08-29
3447,35th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,10.0,1.0,24,8,2016,20.32570375,78.11691397,0.08585386023,13.0,304.59000000000003,35,2016-08-29
3448,35th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,61.0,3.0,10,8,2016,19.75,83.0,1.302949747,4.0,295.2,35,2016-08-29
3449,35th week,Rajasthan,Alwar,Dengue And Chikungunya,115.0,0.0,24,8,2016,27.5,76.5,0.4360500959,13.0,299.38,35,2016-08-29
3450,35th week,Rajasthan,Alwar,Chikungunya,220.0,0.0,24,8,2016,27.5,76.5,0.4360500959,13.0,299.38,35,2016-08-29
3451,35th week,Uttar Pradesh,Fatehpur,Acute Diarrhoeal Disease,65.0,1.0,6,8,2016,25.8435395,80.91800397,0.7442011591,7.0,301.36,35,2016-08-29
3452,35th week,Uttar Pradesh,Lakhimpur Kheri,Acute Encephalitis Syndrome,27.0,2.0,16,8,2016,27.98506015,80.75384538,1.095861544,13.0,301.56,35,2016-08-29
3453,35th week,West Bengal,Hooghly,Dengue,124.0,0.0,24,8,2016,22.9052114,88.3760639,1.743330562,13.0,301.64,35,2016-08-29
3454,35th week,Kerala,Palakkad,Cholera,102.0,0.0,5,7,2016,10.78789845,76.47408711,0.6394952945,4.0,295.21,35,2016-08-29
3455,35th week,West Bengal,Murshidabad,Dengue,148.0,0.0,17,8,2016,24.1745993,88.2721335,0.7605017521,6.0,301.05,35,2016-08-29
3456,35th week,West Bengal,Hooghly,Dengue,2513.0,0.0,11,7,2016,22.9052114,88.3760639,0.7027602741,5.0,295.2,35,2016-08-29
3457,35th week,West Bengal,North 24 Parganas,Dengue,279.0,1.0,10,8,2016,22.642931,88.8930579,0.8922636225,8.0,300.42,35,2016-08-29
3458,36th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,37.0,0.0,6,9,2016,18.1120819,83.40521962,0.6099486256,16.0,295.2,36,2016-09-05
3459,36th week,Assam,Kamrup,Acute Diarrhoeal Disease,53.0,0.0,4,9,2016,26.12755515,91.29987148,0.7377362407,5.0,300.785,36,2016-09-05
3460,36th week,Bihar,Bhabua,Acute Diarrhoeal Disease,61.0,0.0,5,9,2016,25.07634815,83.63359776,0.6308306346,5.0,306.06,36,2016-09-05
3461,36th week,Bihar,Patna,Acute Gastroenteritis,30.0,0.0,1,9,2016,25.6093239,85.1235252,0.4987294086,9.0,303.065,36,2016-09-05
3462,36th week,Bihar,Samastipur,Acute Diarrhoeal Disease,4.0,1.0,5,9,2016,25.7744929,85.86626813,1.503921254,5.0,301.34000000000003,36,2016-09-05
3463,36th week,Chhattisgarh,Janjgir,Cholera,195.0,0.0,6,9,2016,22.0090841,82.578896,0.804016912,7.0,299.02,36,2016-09-05
3464,36th week,Karnataka,Davangere,Cholera,51.0,0.0,3,9,2016,14.4679807,75.9195682,0.3197981134,10.0,295.2,36,2016-09-05
3465,36th week,Karnataka,Kolar,Dengue,23.0,0.0,7,9,2016,13.1367201,78.1337246,0.09665757873,9.0,306.66,36,2016-09-05
3466,36th week,Madhya Pradesh,Morena,Dengue,154.0,0.0,5,9,2016,26.166667,77.5,0.3413890831,5.0,301.95,36,2016-09-05
3467,36th week,Maharashtra,Nagpur,Dengue,37.0,0.0,7,9,2016,21.1498134,79.0820556,0.1495673348,13.0,303.86,36,2016-09-05
3468,36th week,Maharashtra,Washim,Chikungunya,23.0,1.0,9,9,2016,20.28741775,77.2369655,0.05554069873,19.0,298.0,36,2016-09-05
3469,36th week,Rajasthan,Alwar,Chikungunya,122.0,0.0,5,9,2016,27.5,76.5,0.5693385276,5.0,300.985,36,2016-09-05
3470,36th week,Tamil Nadu,Pudukkottai,Acute Diarrhoeal Disease,15.0,0.0,11,9,2016,10.5,78.833333,0.01512466229,9.0,308.6733334,36,2016-09-05
3471,36th week,Tamil Nadu,Thanjavur,Dengue,56.0,0.0,8,9,2016,10.7860267,79.1381497,0.06720439713,8.0,311.56,36,2016-09-05
3472,36th week,Telangana,Medak,Acute Diarrhoeal Disease,16.0,1.0,11,9,2016,17.9375095,78.21174499,0.1910501586,14.0,303.225,36,2016-09-05
3473,36th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,56.0,1.0,5,9,2016,25.1265777,83.24965577,0.7440165615,5.0,304.07,36,2016-09-05
3474,36th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,32.0,1.0,5,9,2016,25.1265777,83.24965577,0.7440165615,5.0,304.07,36,2016-09-05
3475,36th week,West Bengal,Bankura,Acute Diarrhoeal Disease,49.0,0.0,3,9,2016,23.13195425,87.2073972,0.3177472798,13.0,303.12,36,2016-09-05
3476,36th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,47.0,0.0,10,9,2016,24.1745993,88.2721335,0.7345677473,10.0,302.26,36,2016-09-05
3477,36th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,157.0,0.0,11,9,2016,22.5760669,88.42006758,0.4305632851,13.0,297.43333340000004,36,2016-09-05
3478,36th week,Bihar,Jamui,Acute Diarrhoeal Disease,13.0,1.0,31,8,2016,24.96785205,86.17351147,0.2538763365,14.0,305.84000000000003,36,2016-09-05
3479,36th week,Bihar,Rohtas,Acute Diarrhoeal Disease,21.0,1.0,10,8,2016,24.6723487,83.92090397,0.5745340467,6.0,295.2,36,2016-09-05
3480,36th week,Bihar,Rohtas,Acute Diarrhoeal Disease,24.0,0.0,3,8,2016,24.6723487,83.92090397,0.6577378192,5.0,300.88,36,2016-09-05
3481,36th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,17.0,0.0,22,8,2016,22.0090841,82.578896,0.9290470788,12.0,296.40000000000003,36,2016-09-05
3482,36th week,Chhattisgarh,Koriya,Malaria,367.0,0.0,8,7,2016,23.4316014,82.31383043,1.587052989,3.0,295.2,36,2016-09-05
3483,36th week,Jammu And Kashmir,Ramban,Acute Diarrhoeal Disease,62.0,1.0,20,8,2016,33.2116371,75.20509891,0.07875460975,5.0,298.18333340000004,36,2016-09-05
3484,36th week,Karnataka,Tumkur,Dengue And Chikungunya,23.0,0.0,13,7,2016,13.3400771,77.1006208,0.1453084658,6.0,295.2,36,2016-09-05
3485,36th week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,71.0,0.0,22,8,2016,23.25,78.083333,1.678076363,11.0,301.56,36,2016-09-05
3486,36th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,272.0,5.0,2,8,2016,25.1265777,83.24965577,0.7012221567,10.0,295.2,36,2016-09-05
3487,36th week,West Bengal,Dakshin Dinajpur,Dengue,42.0,0.0,26,8,2016,25.38703085,88.50471505,0.4473996566,19.0,305.11,36,2016-09-05
3488,36th week,West Bengal,Dakshin Dinajpur,Dengue,72.0,0.0,23,8,2016,25.38703085,88.50471505,0.606269623,19.0,302.09000000000003,36,2016-09-05
3489,36th week,West Bengal,Nadia,Dengue,162.0,0.0,18,8,2016,23.48454125,88.55676307,0.6048808829,11.0,301.76,36,2016-09-05
3490,36th week,West Bengal,Murshidabad,Dengue,148.0,0.0,17,8,2016,24.1745993,88.2721335,0.7605017521,6.0,301.05,36,2016-09-05
3491,37th week,Bihar,Jehanabad,Acute Diarrhoeal Disease,10.0,2.0,17,9,2016,25.15247135,85.00687849,0.6408148383,16.0,303.21,37,2016-09-12
3492,37th week,Haryana,Fatehabad,Acute Diarrhoeal Disease,108.0,2.0,19,9,2016,29.51238035,75.42917898,0.0009089087277,25.0,304.3166666,37,2016-09-12
3493,37th week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,22.0,0.0,9,9,2016,22.8092139,86.2091549,1.952618134,9.0,295.2,37,2016-09-12
3494,37th week,Jharkhand,Lohardaga,Acute Diarrhoeal Disease,18.0,0.0,9,9,2016,23.46920055,84.73568423,0.8742669453,6.0,295.2,37,2016-09-12
3495,37th week,Jharkhand,Sahebganj,Dengue,19.0,1.0,14,9,2016,25.244263,87.6348084,0.7714430701,12.0,301.90000000000003,37,2016-09-12
3496,37th week,Madhya Pradesh,Rajgarh,Malaria,11.0,0.0,12,9,2016,23.87167135,76.7748902,0.06858938929,5.0,301.12,37,2016-09-12
3497,37th week,Maharashtra,Gadchiroli,Acute Gastroenteritis,12.0,2.0,15,9,2016,19.75907035,80.16228073,1.664516481,15.0,295.2,37,2016-09-12
3498,37th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,21.0,1.0,13,9,2016,20.32570375,78.11691397,0.1109686772,5.0,300.55,37,2016-09-12
3499,37th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,59.0,1.0,12,9,2016,19.75,83.0,1.216044425,5.0,300.25,37,2016-09-12
3500,37th week,Odisha,Keonjhar,Acute Diarrhoeal Disease,19.0,0.0,14,9,2016,21.5,85.5,1.110281398,22.0,300.15000000000003,37,2016-09-12
3501,37th week,Tamil Nadu,Thiruvarur,Acute Diarrhoeal Disease,16.0,0.0,12,9,2016,10.73618605,79.63318659,0.01058325331,5.0,311.68,37,2016-09-12
3502,37th week,Uttar Pradesh,Budaun,Malaria,48.0,0.0,9,9,2016,28.06831165,79.04607312,0.04214693534,15.0,301.2033334,37,2016-09-12
3503,37th week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,18.0,0.0,6,9,2016,22.8092139,86.2091549,1.489995961,9.0,295.2,37,2016-09-12
3504,37th week,Karnataka,Chikkaballapur,Chikungunya,12.0,0.0,2,9,2016,13.6102243,77.5127721,0.2220396834,4.0,295.2,37,2016-09-12
3505,37th week,Karnataka,Chikkaballapur,Dengue And Chikungunya,23.0,0.0,4,9,2016,13.6102243,77.5127721,0.2158666851,5.0,295.2,37,2016-09-12
3506,37th week,Rajasthan,Kota,Dengue,8.0,1.0,1,9,2016,25.1737019,75.8574194,0.6350601277,13.0,301.7266666,37,2016-09-12
3507,37th week,Telangana,Khammam,Acute Diarrhoeal Disease,7.0,1.0,10,7,2016,17.5,80.333333,0.5223220101,5.0,295.2,37,2016-09-12
3508,37th week,Telangana,Khammam,Dengue,22.0,0.0,5,9,2016,17.5,80.333333,1.093021017,5.0,300.93,37,2016-09-12
3509,37th week,Telangana,Khammam,Dengue,34.0,0.0,1,9,2016,17.5,80.333333,0.7828204463,9.0,302.18,37,2016-09-12
3510,37th week,Uttar Pradesh,Badaun,Dengue,18.0,0.0,3,9,2016,28.116667,78.983333,0.5388081754,15.0,302.12,37,2016-09-12
3511,37th week,West Bengal,Nadia,Dengue,53.0,0.0,27,8,2016,23.48454125,88.55676307,1.719825849,5.0,303.29,37,2016-09-12
3512,37th week,West Bengal,Hooghly,Dengue,2687.0,0.0,11,7,2016,22.9052114,88.3760639,0.7027602741,5.0,295.2,37,2016-09-12
3513,37th week,West Bengal,Murshidabad,Dengue,148.0,0.0,17,8,2016,24.1745993,88.2721335,0.7605017521,6.0,301.05,37,2016-09-12
3514,37th week,West Bengal,Purulia,Acute Diarrhoeal Disease,58.0,1.0,24,8,2016,23.3291882,86.3672378,1.071039828,13.0,301.0266666,37,2016-09-12
3515,38th week,Andhra Pradesh,Prakasam,Dengue,50.0,0.0,23,9,2016,15.6589741,79.47164373,0.4254672712,5.0,302.76,38,2016-09-19
3516,38th week,Assam,Kamrup,Acute Diarrhoeal Disease,22.0,0.0,20,9,2016,26.12755515,91.29987148,1.458021363,5.0,294.72,38,2016-09-19
3517,38th week,Assam,Sibsagar,Acute Diarrhoeal Disease,30.0,0.0,17,9,2016,26.96388985,94.58213345,0.6505195303,19.0,300.4866666,38,2016-09-19
3518,38th week,Bihar,Darbhanga,Acute Diarrhoeal Disease,19.0,0.0,22,9,2016,26.08314325,86.03257097,0.7542751842,9.0,302.34000000000003,38,2016-09-19
3519,38th week,Bihar,Munger,Acute Diarrhoeal Disease,37.0,1.0,20,9,2016,25.22081165,86.51720367,0.5049515931,5.0,300.615,38,2016-09-19
3520,38th week,Bihar,West Champaran,Acute Diarrhoeal Disease,9.0,0.0,21,9,2016,26.6919717,84.5796928,1.00629961,5.0,300.38,38,2016-09-19
3521,38th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,49.0,0.0,16,9,2016,22.0090841,82.578896,0.8993417369,21.0,300.12,38,2016-09-19
3522,38th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,193.0,0.0,17,9,2016,20.9727404,80.69155548,0.6611996587,16.0,297.37,38,2016-09-19
3523,38th week,Gujarat,Kheda,Acute Diarrhoeal Disease,101.0,0.0,24,9,2016,22.75,72.833333,0.02547058312,16.0,305.01,38,2016-09-19
3524,38th week,Jharkhand,West Singhbhum,Malaria,70.0,0.0,14,9,2016,22.7859232,86.1716093,0.638386779,15.0,301.94,38,2016-09-19
3525,38th week,Karnataka,Tumkur,Dengue And Chikungunya,21.0,0.0,14,9,2016,13.3400771,77.1006208,0.04835687004,8.0,305.53000000000003,38,2016-09-19
3526,38th week,Madhya Pradesh,Morena,Dengue,25.0,0.0,20,9,2016,26.166667,77.5,0.1462807179,5.0,304.172,38,2016-09-19
3527,38th week,Maharashtra,Beed,Chikungunya,5.0,1.0,14,9,2016,18.9918442,75.909784,0.05662716945,3.0,305.02,38,2016-09-19
3528,38th week,Odisha,Bargarh,Acute Diarrhoeal Disease,58.0,0.0,23,9,2016,21.3477634,83.65768299,0.2343972205,16.0,298.812,38,2016-09-19
